"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","Consensus"
"764b6c147babd80abf20600349b94f32","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"764c7b88fd1d1d36a613f707f4c07eeb","Eukaryota","SAR","Alveolata","Apicomplexa","Conoidasida","Gregarinasina","Eugregarinorida","Lecudina","Lecudina cf. tuzetae","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7654621662cd0848c2287d541e3936b1","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"765fb0c084dfa2fcd1cb77d338a2cab6","Eukaryota","SAR","Rhizaria","Cercozoa","Glissomonadida","Heteromita","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7665eabf3b3ce8756fb30844f022ac50","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Pezizomycotina","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces marneffei ATCC 18224","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"766c18f83eca180886336c1da4b943ea","Eukaryota","Archaeplastida","Rhodophyceae","Rhodellophyceae","Rhodella","Rhodella violacea","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"766f61ec732a7c7682259e23837d5bf4","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"767472d658a46f443f895ea8b4141eb7","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Enoplea","Dorylaimia","Dorylaimida","Dorylaimina","Dorylaimina_infraorder","Tylencholaimoidea","Tylencholaimidae","Tylencholaimus","1"
"767625b7cb1dd9ed9149b3e87e5f7034","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Lophotrochozoa","Annelida","Clitellata","Oligochaeta","Haplotaxida","Limnodriloides appendiculatus","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"767f82c72b424aaf59b482245b4f774c","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Ecdysozoa","Arthropoda","Crustacea","Maxillopoda","Copepoda","Harpacticoida","Parabradya dilatata","Unassigned","Unassigned","Unassigned","Unassigned","1"
"76a1a341f0032082767bf681936b5cb5","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"76a4c7f63c138454384950e68004be1a","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Ulvophyceae","Ulva prolifera","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"76ab9d7326225b07e55b310e7624861b","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Duboscquella","Euduboscquella crenulata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"76b378d524f60d5c9f9c0dc0e6a42810","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Silicofilosea","Thaumatomonadida","Peregriniidae","D2P04A09","uncultured marine picoeukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"76c8a4764ceb5c7fe9ed1ec4361f6567","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Bivalvia","Heteroconchia","Veneroida","Macoma nasuta","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"76f1a5f5c816cbcc4123fe950548c1d1","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremellales","Tremellaceae","Tremella","Tremella mesenterica DSM 1558","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7702b33a17959399652768f5fce4d5e8","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"77138696e011c9ea0ecca67ab8a4a1cc","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"771b34a00c3a7879beb6d608e876dd69","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"771dee809dcb0ea36d20fdf3ab62527e","Eukaryota","SAR","Rhizaria","Cercozoa","Thecofilosea","uncultured","uncultured Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"771fa1801f1a808f4eedd877d7f5dca8","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"77329f76e47e9191f667bec7f052d735","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Monhysterina","Monhysterina_infraorder","Sphaerolaimoidea","Xyalidae","Daptonema","1"
"773ad59ec162eef605323ba627226fb2","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Chromadorida","Chromadorina","Chromadorina_infraorder","Chromadoroidea","CHromadoridae","Rhips","1"
"773d5d8df9ea99ae962199ba5e2c07b4","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina","Mediophyceae","Thalassiosira","Thalassiosira tumida","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"774777ad1d9e20225b5abec1cea5a429","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"774967e0359e14156e7ca6bbe464e5d7","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","ME-Euk-FW10","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"77561b17979eba8f3b6b8ac768069122","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Thraustochytriaceae","Aplanochytrium","Aplanochytrium sp. ANT10.3","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"775c2c403e553da2783dadb6f936ec63","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Chytridiomycota","Incertae Sedis","Chytridiomycetes","Gromochytriales","Gromochytriaceae","uncultured","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"77742395f9e14200682591f9e083cb64","Eukaryota","Haptophyta","Pavlovophyceae","AA5F1","Haptophyta environmental samples","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"778f8d67f7b5e1b5ed055197d490d809","Eukaryota","Amorphea","Amoebozoa","Incertae Sedis","Breviatea","Subulatomonas","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"779eaf7f5c41df905ab65aa7f8eb3d45","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"77a42c8b7b1d3157abc450897d494b52","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Linhomoeina","Linhomoeina_infraorder","Siphonolaimoidea","Siphonolaimidae","Siphonolaimus","1"
"77b3b807c4d43f7c2922385d86c3bb5d","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Linhomoeina","Linhomoeina_infraorder","Siphonolaimoidea","Linhomoeidae","Terschellingia","1"
"77b62fe65179b47b2947d723b07ea1a1","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Cocconeis","Cocconeidaceae sp. UTKSA0056","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"77db515befd3726e2555dd6adce7f83f","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"77e94baec34491ba8eb011c3b9032a9b","Eukaryota","Discoba","Jakobida","RM1-SGM49","Psammosa pacifica","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"78081635c2b654672dcb9ab88acf5291","Eukaryota","SAR","Rhizaria","Cercozoa","Novel Clade 10","uncultured Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"78169cb7cc663b69d1d52b5eaaba75e3","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"782059f097970fa6f44bcb0e49061574","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia lunata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"784b2d8203bedf4a2acb1a957633f925","Eukaryota","SAR","Alveolata","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Peritrichia","Zoothamnium","Zoothamnium pelagicum","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7861cbcb9164c83dc35d83825fed3d81","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","uncultured","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7865a47f77ce41f70d5e306febffc7b1","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"786bc721be1d82710517dc6d6cc976e2","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Amphidiniopsis","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"788469abb3e33b399f1e82b4161c837d","Eukaryota","SAR","Stramenopiles","Incertae Sedis","Pirsonia","Pirsonia verrucosa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"78c55ea103b0dfdf0ba3510826e626a4","Eukaryota","Amorphea","Amoebozoa","Incertae Sedis","Breviatea","Subulatomonas","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"78c878f4a21c0316d36e4af701fc8aac","Eukaryota","Archaeplastida","Chloroplastida","Charophyta","Phragmoplastophyta","Streptophyta","Embryophyta","Tracheophyta","Spermatophyta","Magnoliophyta","Allium sativum (garlic)","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"78cf77fceb87d18cfd74c7edea055311","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"78dfd4c669e62ddd7b36e2fe037916cf","Eukaryota","SAR","Stramenopiles","MAST-22","MAST-22B","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"78e0c06451f49c4036cafe5302ee9864","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Marimonadida","Pseudopirsonia","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7906580be432633fe5a87b95ef4e051c","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"790d3d69488a8667cd5b20259d033bfe","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","DSGM-81","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"79116434ff3fb87977967e3284dde8ba","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7934df1327fd3fb6ea7565fd6dd2dac2","Eukaryota","SAR","Rhizaria","Cercozoa","Thecofilosea","uncultured","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"793aa702f90f5e9cf31ca7b8501cb10f","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Ecdysozoa","Arthropoda","Crustacea","Maxillopoda","Copepoda","Idyanthidae sp. DZMB628","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7952afea13d97bccf8136ca6e03a932b","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","monoraphid diatom sp.","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7959942c45630bd4cbfda92dac924416","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Silicofilosea","Thaumatomonadida","Thaumatomonadidae","Allas","Allas sp. JJP-2003","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"796660e5005c13abf2da8524e80e14a5","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","uncultured","uncultured labyrinthulid","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"79753ac676bb96235a9c33eea827bc5d","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Lophotrochozoa","Rotifera","Monogononta","Ploimida","Encentrum astridae","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"797581dace25d6d239cbdc427f13feb4","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7988cd75eeff9a5d692a4dee96f30c87","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Dikarya","Ascomycota","Pezizomycotina","Leotiomycetes","Incertae Sedis","Myxotrichaceae","Byssoascus","Byssoascus striatosporus","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"799357757c8a27ca6ac4152f799ef53b","Eukaryota","SAR","Rhizaria","Cercozoa","Glissomonadida","Heteromita","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7997f4f1add46774b5658606b6434af3","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Choanoflagellata","Ichthyosporea","Ichthyophonae","Pseudoperkinsidae","Creolimax fragrantissima","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"799dc78e1eb40c8d0a0d8051ce7fae7d","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Duboscquella","Euduboscquella crenulata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"79a11add4b49a47847a7fa19d8c13e08","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"79b6acb36921b1d017a1fa2745532c8e","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophysiales","Sinophysis","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"79b997d55824c1c88c43220dab0d8dfe","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"79c3c4963bb6b1d00805d83f70ffbd1b","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Lophotrochozoa","Mollusca","Gastropoda","Vetigastropoda","Gibbula zonata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"79ce28c09c5b757c4d5a8390179a35ef","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Ansanella","Ansanella natalensis","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"79d44b9538e860dc142bb11c03ade425","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Silicofilosea","Euglyphida","Paulinellidae","Paulinella","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"79f0241f98fd812fc9053a7be8808be1","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Amphora","Amphora coffeiformis","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"79f1be102d73ece5a5251f3c5da7b661","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCPclade","Bilateria","Protostomia","Ecdysozoa","Nematozoa","Nematoda","Chromadorea","Chromadoria","Monhysterida","Linhomoeina","Linhomoeina_infraorder","Siphonolaimoidea","Linhomoeidae","Terschellingia","1"
"79f930ad25d4f61a47a43997f39b8ba1","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"79ff8c680667dbe66ddfccf9fdb1929a","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Protostomia","Ecdysozoa","Arthropoda","Crustacea","Maxillopoda","Copepoda","Harpacticoida","Normanellidae sp. DZMB058","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a14fbcad0af94723fbf97be3eb7d283","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales Group I","uncultured marine alveolate","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a19a7694781b7f11604ad97c8fe9640","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","uncultured","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a2bd1b1b1638ee7978bc01490e63847","Eukaryota","Amorphea","Amoebozoa","Incertae Sedis","Breviatea","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a344bad693790516861b68095b5ded7","Eukaryota","Amorphea","Obazoa","Opisthokonta","Holozoa","Choanozoa","Metazoa","Animalia","BCP clade","Bilateria","Deuterostomia","Chordata","Tunicata","Thaliacea","Doliolida","Doliolum nationalis","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a3f953da7edfe55fbe80a1e9d1bff79","Eukaryota","Amorphea","Amoebozoa","Incertae Sedis","Breviatea","Subulatomonas","uncultured marine eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a415a4178f1b594923a014bb2bebd28","Eukaryota","Amorphea","Obazoa","Opisthokonta","Nucletmycea","Fungi","Cryptomycota","Incertae Sedis","Incertae Sedis","Incertae Sedis","Incertae Sedis","Paramicrosporidium","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a41cfd844bfb22400b1f348ffce62a9","Eukaryota","SAR","Rhizaria","Cercozoa","Glissomonadida","uncultured eukaryote","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
"7a433507e5bf65d3bda0f2738e2a57f2","Eukaryota","SAR","Stramenopiles","Ochrophyta","Raphidophyceae","Chattonellales","Chattonella","Chattonella subsalsa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","1"
